distance_delta,packet_rate_delta,energy_delta,is_capture,is_flooder_attack,is_faker_attack,attack_success
3614,52,20,True,False,True,True
3431,154,10,True,True,True,True
1910,166,19,False,True,True,False
4089,39,12,True,False,True,False
2466,16,4,True,False,False,True
4967,200,20,True,True,True,True
1941,143,18,False,True,True,True
1428,197,4,False,True,False,True
1107,7,2,False,False,False,False
765,176,17,False,False,True,True
3566,5,1,False,False,False,False
1145,113,8,False,True,True,True
2714,68,14,False,False,True,True
4955,102,0,True,True,False,True
976,33,16,True,False,True,True
4441,128,1,True,True,False,False
1309,39,1,False,False,False,False
1610,102,4,True,False,False,True
1579,92,18,False,False,True,True
4192,92,19,True,False,True,False
37,64,2,False,True,False,True
2326,95,20,False,True,True,True
4186,150,0,True,True,False,True
2447,37,10,True,False,True,True
4217,191,14,True,True,True,True
345,187,0,False,True,False,False
2986,184,1,True,False,False,True
1210,3,10,True,False,False,True
2223,86,17,False,True,True,False
917,172,9,False,True,False,True
1727,64,8,False,False,False,False
1681,189,19,True,True,True,True
3698,115,1,False,False,False,False
972,189,18,False,True,True,True
993,115,9,False,False,True,True
373,80,4,False,True,False,True
2270,195,20,True,True,True,True
1806,60,12,False,True,False,True
3348,35,1,True,False,False,True
633,59,2,False,False,False,False
3477,31,7,True,False,False,True
4679,79,7,False,False,False,False
2153,164,16,False,True,True,True
18,145,11,False,True,True,True
959,78,4,False,False,False,False
2762,176,12,False,True,False,False
2875,104,1,True,False,False,True
4045,22,3,True,False,True,True
191,91,9,False,False,False,False
2818,121,12,True,True,True,True
1255,107,0,True,True,False,True
3534,142,7,True,True,True,True
1795,77,15,False,False,True,True
1605,20,2,True,False,False,True
2356,31,15,True,False,True,False
4035,50,3,True,False,False,True
4565,147,16,False,True,True,True
2589,147,11,False,True,True,True
3140,103,4,False,True,False,True
4323,50,8,True,True,False,True
976,23,20,False,False,True,True
770,25,12,False,False,True,True
2648,18,5,False,False,False,False
3748,25,4,True,False,False,True
4658,157,10,True,True,True,True
163,102,17,False,True,True,True
2518,83,14,False,False,True,True
4790,196,1,True,True,False,True
3665,130,7,True,True,False,False
1033,168,0,True,False,False,True
2148,167,14,True,False,True,True
4821,10,16,True,False,True,True
4910,143,0,True,True,False,True
2928,40,8,False,True,False,False
4118,88,11,True,False,True,True
554,91,17,False,False,True,True
1753,183,11,False,True,True,True
3263,179,7,True,True,True,True
3178,80,0,True,False,False,True
2547,144,10,True,True,True,True
3845,83,8,True,True,True,True
4166,173,3,True,True,False,True
3876,50,13,True,True,True,True
2450,95,12,True,True,True,True
2354,72,16,False,True,True,True
4280,183,17,True,True,True,True
2403,59,10,True,False,False,False
3817,161,0,False,True,False,True
670,45,10,False,True,False,True
1254,77,12,False,False,True,False
1177,11,5,True,False,False,True
3895,120,1,True,True,False,True
300,178,16,False,False,True,True
2628,134,19,True,True,True,True
63,103,19,False,True,False,False
2478,93,1,False,True,False,True
1074,8,3,False,False,False,False
327,153,0,False,True,False,True
582,2,8,False,False,True,True
3234,181,11,True,False,True,True
1891,13,20,True,False,True,True
2699,15,2,False,False,False,False
4028,68,10,True,True,True,True
4132,72,5,False,False,False,False
1675,125,5,False,False,False,False
4676,71,4,True,False,False,False
2456,49,13,True,False,True,True
903,171,9,False,True,True,True
2809,95,10,True,True,False,False
4855,145,11,True,False,False,True
2293,139,9,True,True,True,True
4270,57,20,True,False,True,True
322,46,10,False,False,True,True
1613,107,15,False,True,True,True
3235,160,3,True,True,False,True
2867,82,6,False,True,True,True
2451,173,3,True,True,False,True
2624,67,5,True,False,False,True
1586,120,19,True,False,True,True
3446,33,1,False,False,False,False
2276,163,20,True,False,True,True
679,129,6,False,True,False,True
3408,76,16,True,False,True,True
3433,81,0,True,False,False,True
3385,4,12,True,False,False,True
1568,141,16,False,True,True,True
1084,189,1,False,True,False,True
4019,68,2,True,False,False,True
1781,63,19,False,True,True,True
3765,123,8,True,True,False,True
2005,120,10,False,True,False,True
94,29,0,False,False,False,False
2614,105,11,True,True,True,True
1234,31,15,False,False,True,True
1326,188,2,False,True,False,False
4749,82,1,True,False,False,True
1449,200,14,True,True,True,True
4178,178,10,True,True,True,True
1229,192,17,False,True,True,True
2643,32,18,False,False,False,False
4603,122,4,True,False,False,True
3447,90,17,True,True,True,True
3876,78,7,True,True,True,True
1870,61,12,True,False,False,True
4236,187,7,True,True,False,True
2447,17,17,True,False,True,True
2258,80,9,False,False,False,False
1529,100,4,False,False,False,False
485,151,10,True,True,True,True
301,72,13,False,False,True,True
1268,139,18,False,False,True,True
3869,41,19,True,False,True,True
2390,91,20,True,True,True,True
4191,115,9,True,True,False,True
2031,53,3,False,False,False,False
4970,169,3,True,True,False,True
864,99,6,False,True,False,True
1212,32,7,True,False,False,True
2286,156,15,False,True,True,True
895,92,19,False,False,True,True
567,16,3,False,False,False,False
682,125,20,False,False,True,True
760,154,6,False,True,True,True
4637,162,5,True,True,True,True
4363,177,5,True,False,False,True
4366,103,9,True,True,False,True
4632,119,6,True,True,False,True
215,6,18,False,False,True,True
3860,137,5,True,False,False,True
3890,88,18,True,False,True,True
1336,156,19,True,True,True,True
2010,76,5,False,True,False,True
2244,145,19,False,True,True,True
211,155,8,False,True,False,True
394,182,19,False,True,True,True
1083,89,20,False,False,True,True
4491,90,2,True,False,False,True
4170,186,20,True,True,True,True
2857,7,1,True,False,False,True
3184,35,6,True,False,True,True
2818,69,0,True,False,False,False
3321,54,17,False,False,True,True
2303,20,1,False,False,False,False
4101,73,5,True,False,False,True
187,92,1,False,True,False,True
577,157,9,False,True,True,True
2412,125,3,True,True,False,True
3773,200,16,True,True,True,True
4015,198,2,True,True,False,True
2962,195,0,False,True,False,True
277,172,11,False,True,True,True
2609,22,6,True,False,False,True
4950,168,15,True,True,True,True
3033,154,12,True,True,True,True
1985,69,5,False,False,True,True
4634,186,0,True,True,False,True
4032,2,3,True,False,False,True
4908,153,9,True,True,False,True
761,6,3,False,False,True,True
4431,59,20,True,False,True,True
498,19,7,False,False,False,False
1475,187,20,False,True,True,True
4695,116,2,True,True,False,True
4019,61,3,True,False,False,True
2091,179,3,True,True,False,False
17,117,18,False,False,True,True
309,98,14,False,False,True,True
3941,2,9,True,False,True,True
1129,39,13,False,False,True,False
2434,111,5,True,False,False,True
4844,172,13,True,True,True,True
776,197,1,False,True,False,True
3293,181,7,True,True,True,True
3213,41,13,True,False,True,True
448,144,5,False,True,False,True
4001,125,7,True,True,True,True
1055,142,13,False,False,False,False
2676,51,11,False,True,False,True
1815,76,9,False,True,False,True
4673,90,6,True,True,False,True
1528,1,4,False,False,False,False
2844,183,8,True,True,False,True
4081,83,14,True,False,True,False
599,129,8,False,True,False,True
4728,30,19,True,False,True,True
3512,109,2,False,True,False,True
1558,30,17,True,False,True,True
1033,178,11,False,True,True,True
3658,119,18,False,True,True,True
3310,140,1,True,True,False,True
4219,111,10,True,False,True,False
2245,69,3,False,False,False,False
1055,176,17,False,True,True,True
2006,177,0,True,True,False,True
4080,11,9,False,False,True,False
4235,24,12,True,False,True,False
2652,185,12,True,True,False,False
522,151,12,False,True,True,False
2119,76,1,False,True,False,True
2932,82,18,True,False,True,True
2874,21,0,True,False,False,True
4817,10,12,True,False,True,True
3922,158,8,True,False,False,True
933,94,18,False,True,True,False
4134,171,19,True,True,True,True
1797,36,13,False,True,True,True
1041,87,8,True,True,False,False
1590,45,18,False,False,True,False
2628,79,20,True,True,True,True
4668,135,16,False,False,True,True
2245,180,8,True,True,False,True
2601,145,14,True,True,False,True
3642,174,8,True,True,False,True
3,195,3,False,True,False,True
2210,173,4,True,False,False,True
4414,74,3,False,True,False,True
1433,168,2,False,True,False,True
2689,122,20,False,True,True,True
185,126,16,False,True,True,True
4557,18,19,True,False,True,True
1104,47,16,False,False,True,False
3509,167,4,True,False,False,True
3643,197,9,False,True,False,False
1497,161,19,False,True,True,True
703,100,6,False,False,False,False
501,137,20,False,True,True,True
2656,18,4,True,False,False,True
629,32,15,False,False,True,True
1862,160,17,False,True,True,True
290,81,16,False,True,True,True
26,24,8,False,True,False,True
3926,159,9,True,True,True,True
598,177,8,False,True,True,True
3886,144,13,True,True,True,True
4417,149,18,True,True,True,True
3953,181,13,True,True,True,True
2402,62,11,False,False,True,True
1677,110,20,True,True,True,True
2848,196,8,True,True,True,True
886,78,19,True,True,True,True
2385,197,3,True,True,False,False
1106,174,12,False,True,False,True
4553,104,15,True,True,True,True
2309,173,13,True,True,True,True
3842,81,0,False,False,False,False
448,197,9,False,True,False,True
306,151,10,False,False,False,False
431,169,20,False,True,True,False
3130,108,20,False,True,True,True
1419,99,13,False,True,True,True
4695,199,13,True,True,True,True
2003,171,10,False,True,True,True
29,67,11,False,False,True,True
617,54,12,False,False,True,True
4583,118,8,True,False,True,True
4992,163,9,False,False,False,False
2178,108,18,False,False,True,True
964,46,1,False,False,False,False
4013,101,3,True,False,True,False
4328,98,11,False,True,True,True
3344,185,16,True,True,True,True
4287,162,19,True,True,True,True
2882,66,10,True,False,False,True
1557,190,6,True,True,False,True
4406,104,10,True,True,True,True
1212,113,11,True,False,True,True
316,136,16,False,True,True,False
3081,153,15,True,True,True,True
959,66,8,False,False,True,False
1125,73,20,False,False,True,True
11,180,7,False,True,True,False
2775,57,11,True,False,True,False
4132,149,12,True,False,True,True
1000,149,1,False,True,False,False
4534,139,5,True,True,False,True
1275,186,16,False,True,False,True
1684,95,8,False,False,False,False
1929,66,20,False,False,True,True
1568,0,11,True,False,True,True
4143,152,15,True,True,False,True
4557,121,4,True,False,False,False
1091,152,10,False,True,False,True
1406,59,12,False,True,False,True
523,88,13,False,False,True,True
492,67,15,False,False,True,True
3440,94,8,True,True,True,True
478,188,11,False,True,True,True
1739,115,13,False,False,False,False
3532,92,19,False,False,True,True
4638,86,9,True,True,True,True
1065,129,13,False,True,True,True
4167,24,14,True,False,True,True
4567,30,16,True,False,True,True
2863,66,19,False,False,True,True
4020,54,8,True,True,False,True
523,145,3,False,True,True,True
2287,9,19,True,False,True,True
924,62,11,False,False,True,False
3082,116,0,True,True,False,True
3596,139,10,True,True,True,True
4781,131,17,True,True,True,True
2814,69,3,False,False,False,False
1729,189,3,True,True,True,True
1749,190,9,True,True,True,True
4194,42,8,True,True,True,True
4199,190,12,True,True,True,True
3877,141,3,False,False,False,False
205,20,1,False,False,False,False
318,134,15,False,True,True,True
3199,59,14,True,False,True,False
2649,111,12,True,True,True,True
4237,196,14,True,True,True,True
4005,67,16,True,True,False,True
2363,8,12,True,False,False,False
4502,26,3,True,False,False,True
3193,10,6,False,False,False,False
3732,115,6,True,False,False,True
1586,74,13,False,False,True,True
4971,53,11,True,False,False,True
1116,118,3,False,False,False,False
172,73,15,False,True,True,False
1014,145,9,True,True,True,True
3890,198,19,True,True,True,True
1150,163,14,True,True,True,True
1182,62,17,False,True,True,True
2609,49,1,True,True,False,True
2018,163,7,False,True,True,True
1749,35,19,True,False,True,True
4736,21,15,True,False,True,True
2309,125,20,False,True,True,True
4792,23,13,True,False,False,True
4175,54,4,True,False,False,True
1350,5,5,False,False,False,False
690,128,7,False,True,False,True
3266,132,2,False,True,False,True
1944,2,14,True,False,True,True
4028,7,5,True,False,False,True
4553,119,0,True,True,False,False
2052,1,3,False,False,False,False
898,18,6,False,False,True,True
4631,155,14,True,False,True,True
1440,77,17,False,True,True,True
356,99,7,False,False,False,False
767,163,9,False,True,True,True
3390,110,14,True,True,True,True
4278,49,5,True,False,False,True
4203,143,3,True,True,False,True
1851,192,18,True,True,True,True
840,122,5,False,True,False,False
4934,146,14,True,True,True,True
1259,48,2,False,True,False,True
2194,103,12,True,False,False,True
3056,111,18,False,True,False,False
4595,183,3,True,True,True,True
1742,85,14,False,True,True,True
3743,25,1,True,False,False,False
1793,181,8,True,True,False,True
3983,150,17,True,True,True,True
2378,28,7,False,True,True,True
1956,51,19,False,True,True,True
4310,144,19,True,True,True,True
2819,29,16,False,False,True,True
2608,78,6,False,True,True,True
655,52,20,False,False,True,True
3757,110,0,True,False,False,True
3457,7,15,True,False,True,False
1840,76,8,False,False,False,False
1991,26,13,False,False,True,True
1823,52,0,False,False,False,False
4552,191,3,True,True,False,True
3805,92,20,True,True,True,True
1527,18,4,True,False,False,False
1970,156,5,False,False,True,True
3006,163,7,False,True,False,True
3802,19,16,True,False,True,True
3503,150,7,True,True,False,True
3713,149,19,True,True,True,True
3126,157,11,True,True,True,True
2425,65,17,True,False,True,True
2467,108,7,False,True,False,True
2656,84,10,True,True,True,True
1033,36,2,False,False,False,False
1996,55,0,False,True,False,True
303,93,5,False,False,False,False
269,37,20,False,True,True,True
2072,55,10,False,False,False,False
366,40,1,False,True,False,True
4578,136,2,True,True,False,True
1017,24,10,False,False,True,True
533,112,10,False,False,True,True
1049,4,16,False,False,True,True
1087,179,20,False,True,True,True
947,139,19,False,True,True,True
2456,195,2,True,True,False,True
4408,169,9,True,False,True,True
3906,47,11,True,False,True,True
2217,49,18,False,True,True,True
4852,24,19,True,False,True,False
3984,4,3,False,False,False,False
4689,177,18,True,True,True,True
4651,183,3,True,False,False,True
787,123,14,False,False,True,True
872,197,10,False,True,False,True
698,89,8,False,False,True,True
1110,14,19,False,False,True,False
4378,106,4,False,False,False,False
3573,43,2,True,False,False,True
1987,93,13,False,True,True,True
4972,177,12,True,True,True,True
4849,164,13,True,True,True,True
4281,149,6,True,True,False,False
4975,175,13,True,True,False,True
1467,126,0,True,True,False,True
2724,82,8,False,True,False,True
673,63,13,False,False,False,False
872,130,2,True,True,False,True
4341,79,19,True,True,True,True
1078,77,1,False,True,False,True
1652,62,19,True,True,True,True
4048,172,15,True,True,True,True
3290,101,12,True,True,True,True
2136,168,6,False,True,False,True
719,175,13,True,True,False,True
3267,135,8,True,False,True,True
1094,41,14,False,False,True,True
4152,142,15,True,False,True,True
4442,106,7,True,False,False,True
3119,141,19,True,False,False,False
228,186,0,False,True,False,False
466,189,10,False,True,True,True
1819,131,12,False,True,False,False
3175,132,16,True,True,True,True
3524,194,7,True,True,True,True
2701,159,5,False,True,False,True
2788,152,13,True,True,True,True
3024,52,11,True,False,True,True
1600,18,1,True,False,False,False
584,50,1,False,True,False,True
3629,9,8,True,False,True,True
1537,153,2,False,True,False,True
1392,42,4,False,False,False,False
2138,92,17,False,True,True,False
2970,23,3,True,False,False,True
3141,92,9,False,False,False,False
2622,8,13,True,False,False,False
1039,167,12,False,True,True,True
4026,126,19,True,True,True,True
1676,34,14,True,False,True,True
1911,18,2,True,False,False,True
1766,93,0,False,False,False,False
2479,110,2,False,False,False,False
2116,142,12,False,True,True,True
2692,194,1,False,True,False,True
777,180,15,False,True,True,True
4274,136,15,True,True,False,True
4409,118,20,True,True,True,True
4736,99,8,True,False,False,True
3752,111,10,True,False,False,False
3159,185,12,True,False,True,True
3270,182,18,True,True,True,True
1808,16,4,False,False,False,False
1865,72,5,True,True,False,True
3068,79,9,True,False,True,True
3877,174,3,True,True,False,True
49,166,19,False,True,True,True
1273,16,13,True,True,True,True
111,85,10,False,True,True,True
1034,83,1,True,False,False,True
4774,44,16,True,False,True,True
4353,140,11,True,True,True,True
3089,144,16,True,True,False,True
2003,40,3,False,False,False,False
2855,5,20,False,False,True,True
3255,91,12,True,False,True,True
4593,117,0,True,False,False,True
1391,92,9,False,False,True,True
1297,67,13,False,True,True,True
1864,167,16,False,True,True,False
3749,67,6,True,False,False,True
305,73,2,False,False,True,True
4947,97,8,True,True,False,True
3929,109,0,True,True,False,True
2020,169,10,False,False,True,True
4941,78,14,True,False,True,True
3169,96,2,True,True,False,True
1233,191,17,False,False,True,False
833,90,6,False,False,True,True
328,124,16,False,False,False,False
4514,56,4,True,True,False,True
2121,170,17,True,False,True,False
2652,200,1,False,True,False,True
463,16,20,False,False,True,True
2489,126,11,True,True,False,True
160,180,10,False,True,False,True
1379,143,16,True,True,True,True
1087,36,3,False,False,False,False
1244,97,3,False,True,False,False
4954,121,8,True,True,False,True
1301,190,9,False,True,False,True
2864,179,10,False,True,False,True
2384,117,10,True,True,False,True
3782,116,1,True,True,False,True
1726,102,10,True,False,True,True
413,2,0,False,False,False,False
2657,123,12,True,True,True,True
1063,57,18,True,True,True,True
969,200,5,False,True,False,True
3262,171,2,True,True,False,True
407,44,5,False,False,False,False
3472,62,10,True,True,False,True
2655,147,18,True,True,True,True
1532,38,1,True,True,False,True
2002,133,13,True,True,False,True
3930,79,3,False,False,False,False
4183,6,13,True,False,True,False
1699,52,4,False,False,False,False
1048,93,13,False,False,True,True
4715,155,4,True,True,True,True
962,10,19,False,False,True,True
842,184,1,True,True,False,True
1328,8,16,False,False,True,True
4251,136,19,True,True,True,True
2365,77,0,True,True,False,True
834,69,2,False,False,False,False
1135,3,1,True,False,False,True
2535,21,8,True,False,False,True
4610,121,19,True,True,False,True
3602,136,19,True,True,True,True
407,99,6,False,True,False,True
1754,129,4,False,True,False,False
2658,175,4,True,True,False,False
4974,87,13,True,False,True,True
74,159,0,False,True,False,True
3105,196,15,False,True,True,True
3598,113,17,True,False,True,True
398,40,10,False,True,True,False
1477,108,18,False,False,True,True
4730,180,13,True,False,False,True
4109,47,0,True,False,False,True
4105,104,12,True,False,True,True
3908,25,15,True,False,True,True
45,137,12,False,True,False,True
2072,54,14,False,True,True,False
4600,150,4,True,True,False,True
4360,24,16,True,False,True,True
2202,151,20,False,True,True,False
38,111,19,False,True,True,True
698,105,15,False,False,False,False
8,69,15,False,False,True,False
4590,187,16,True,True,False,False
999,200,16,False,True,True,True
294,93,17,False,False,True,True
4097,175,6,True,True,False,True
543,139,7,False,True,False,True
726,146,0,False,True,False,True
1534,174,6,False,True,False,True
2529,39,11,True,False,False,True
4686,44,6,True,True,False,True
1328,71,16,False,False,True,True
1361,39,9,False,False,False,False
4890,93,0,True,False,False,False
2757,98,12,True,False,False,True
3952,140,5,True,True,False,True
2838,4,16,True,False,True,True
1339,76,6,False,False,True,True
3185,197,0,False,True,False,False
723,131,11,False,False,False,False
546,44,20,False,False,True,True
3242,73,5,True,False,False,True
3712,103,19,True,True,True,True
3360,144,4,True,True,False,False
1438,59,19,True,False,True,False
3871,162,13,True,True,True,True
2010,79,7,False,True,False,True
577,149,7,False,True,False,True
37,4,5,False,False,False,False
439,12,7,True,False,False,True
342,122,9,False,True,True,True
2212,55,6,False,False,False,False
1039,173,6,False,True,True,True
4319,118,10,True,True,True,True
3126,121,2,True,True,False,True
2259,21,2,False,False,False,False
3005,142,16,True,True,True,True
4708,153,10,True,False,True,True
1042,104,8,False,True,False,True
884,5,17,False,False,True,True
3458,165,6,True,True,False,True
140,118,2,False,True,False,True
1304,42,19,False,False,True,True
3890,171,4,False,True,False,True
4466,183,0,True,True,False,True
301,194,12,False,True,True,False
2648,11,20,True,False,True,True
1092,179,2,False,True,False,True
1843,107,19,False,True,True,True
4395,131,11,True,True,False,True
2822,95,1,True,False,False,True
2321,131,17,False,False,True,True
2202,93,12,False,False,True,True
1319,88,4,False,True,False,True
4098,1,15,True,False,True,True
75,116,0,False,False,False,False
3963,2,16,True,False,True,True
3807,32,10,True,False,True,False
98,157,15,False,True,True,True
2288,135,6,True,False,True,True
1817,9,16,True,False,True,True
4210,74,12,True,False,False,True
3371,156,20,False,True,True,True
23,89,20,False,True,True,True
3438,49,14,True,False,True,True
4815,125,0,False,True,False,True
673,41,0,False,False,False,False
2882,78,12,False,False,True,True
4245,174,9,True,True,True,True
1742,62,14,True,False,True,True
2778,105,13,False,True,True,True
2551,69,16,True,False,True,True
1900,32,3,True,False,False,True
4991,106,15,True,False,True,True
777,130,18,False,False,True,True
85,37,8,False,False,False,False
2584,42,5,True,False,False,True
1295,5,7,False,False,True,True
4980,4,7,True,False,True,True
2901,53,19,False,False,True,False
4512,113,8,True,True,True,True
1795,54,10,False,True,True,True
4666,59,12,True,False,True,True
2154,86,7,True,True,True,True
1300,93,19,False,True,True,True
3997,4,4,True,False,False,True
860,160,1,False,True,False,True
4772,103,17,True,True,True,True
3266,25,11,True,False,False,True
4282,25,6,True,False,False,False
4763,149,14,True,True,False,True
2880,177,15,False,True,True,True
4782,126,19,True,False,True,True
4042,48,16,True,True,True,True
550,36,16,False,False,True,True
3476,10,13,True,False,True,True
3664,39,9,True,False,False,True
704,18,11,False,False,True,True
2974,151,1,True,True,False,True
2422,126,10,False,True,True,True
3214,174,12,True,True,True,True
3860,184,15,False,True,False,False
45,160,13,False,True,True,True
1848,77,18,True,True,True,True
1116,54,1,True,False,False,True
3173,103,20,True,False,True,True
624,110,0,False,True,False,True
4887,30,17,True,False,True,True
3884,61,19,True,False,True,True
1784,190,4,False,True,False,True
1464,184,8,False,True,True,False
2952,42,1,True,False,False,True
4784,62,14,True,False,True,False
1985,50,20,False,False,True,True
2563,86,12,True,True,False,True
840,184,2,False,True,False,True
4734,115,11,True,True,True,True
4335,108,17,True,True,True,True
2080,50,17,True,False,True,True
3496,155,4,False,True,False,True
4930,91,3,True,True,False,True
1958,15,5,False,False,False,False
936,10,8,False,False,False,False
1713,110,7,False,False,True,True
3487,89,2,False,False,False,False
1256,137,7,False,False,False,False
4195,132,0,True,True,False,True
543,155,18,False,True,True,False
143,198,6,False,True,True,True
4242,114,8,True,True,True,True
2970,23,1,False,False,False,False
2003,69,10,True,False,False,True
4310,50,9,True,False,False,True
4119,13,7,True,False,False,True
3283,22,10,True,False,False,True
861,56,17,False,False,True,True
3897,67,13,True,False,False,False
1995,133,13,True,True,False,False
3227,134,5,False,True,False,False
3279,135,19,True,True,True,True
4127,62,16,True,False,False,False
4300,5,19,True,False,True,True
4409,93,12,False,False,False,False
2073,185,12,True,True,True,True
3991,29,15,True,True,True,True
986,23,17,False,False,True,True
1172,173,2,False,True,False,True
2474,103,13,True,True,False,True
4471,193,2,True,True,False,True
3883,153,11,True,True,True,True
1091,23,17,False,False,True,True
4592,115,4,True,True,False,True
4236,190,10,True,True,True,True
38,104,0,False,True,False,True
1968,125,12,True,True,True,True
3136,113,7,True,False,False,True
3354,99,2,True,True,False,True
1276,73,4,False,False,True,False
2967,30,3,True,False,False,True
4079,133,9,False,False,True,True
2493,60,20,False,False,True,True
1921,191,9,False,True,True,False
4957,150,11,True,True,False,True
4166,7,6,True,False,False,False
4793,147,5,True,True,False,True
1871,60,13,True,False,False,True
824,79,13,True,False,True,True
751,168,5,False,True,False,True
3968,154,7,True,True,False,True
2599,56,20,True,True,True,True
1483,52,12,True,False,False,True
2494,126,15,False,False,False,False
1302,30,2,False,False,False,False
3588,41,9,True,False,False,True
4,24,0,False,False,False,False
3554,159,2,True,True,False,True
1984,106,0,True,True,False,True
4768,133,15,True,True,True,True
172,40,4,False,False,False,False
2330,100,18,True,False,True,True
3565,1,13,True,False,True,True
1323,14,20,False,False,True,True
2219,1,12,False,False,True,True
1978,162,8,False,True,False,True
4328,11,4,True,False,False,True
3478,156,5,True,True,False,True
422,47,7,False,False,False,False
718,117,9,False,False,False,False
2081,140,11,False,True,True,True
1694,46,1,True,False,False,True
892,81,5,False,False,False,False
3208,70,20,True,False,True,True
506,126,9,False,True,True,True
831,81,5,False,True,False,True
4327,196,4,True,True,False,True
3957,50,14,True,True,True,True
2265,56,1,True,False,False,False
2960,82,4,True,False,False,True
4373,59,13,True,False,True,True
2452,45,3,False,False,False,False
4537,150,16,True,True,True,True
1347,24,1,False,False,False,False
788,91,6,False,False,False,False
3046,85,5,True,True,False,True
1979,110,14,False,True,True,True
3889,43,11,True,False,False,True
